"PROVINCIE","BEVOEGD GEZAG NUMMER","BRIN NUMMER","INSTELLINGSNAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","ONDERWIJSSTRUCTUUR","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","NODAAL GEBIED CODE","NODAAL GEBIED NAAM","RPA-GEBIED CODE","RPA-GEBIED NAAM","WGR-GEBIED CODE","WGR-GEBIED NAAM","COROPGEBIED CODE","COROPGEBIED NAAM","ONDERWIJSGEBIED CODE","ONDERWIJSGEBIED NAAM","RMC-REGIO CODE","RMC-REGIO NAAM"
"Utrecht","76740","17WP","Werkplaats Kindergemeenschap","Kees Boekelaan","12","3723BA","BILTHOVEN","0310","DE BILT","Algemeen bijzonder","0302282841","www.wpkeesboeke.nl","MAVO/HAVO/VWO","Postbus","28","3720AA","BILTHOVEN","36","Utrecht","18","Utrecht-Midden","19","Utrecht","17","Utrecht","13","Utrecht en omstreken","19","Utrecht"
"Utrecht","76753","02TH","Jordan-Montessori Lyceum en Havo Top Utrecht","Jordanlaan","3","3706TE","ZEIST","0355","ZEIST","Algemeen bijzonder","0306954708","www.jordanmlu.nl","HAVO/VWO","Postbus","442","3700AK","ZEIST","36","Utrecht","18","Utrecht-Midden","19","Utrecht","17","Utrecht","13","Utrecht en omstreken","19","Utrecht"
"Utrecht","78132","26KA","Futura College voor Praktijkonderwijs","Abeellaan","2","3442JB","WOERDEN","0632","WOERDEN","Samenwerking PC, RK, Alg. Bijz","0348457320","www.futuracollege.nl","PRO","Postbus","244","3440AE","WOERDEN","48","Woerden","18","Utrecht-Midden","19","Utrecht","17","Utrecht","13","Utrecht en omstreken","19","Utrecht"
"Utrecht","80328","02VM","Christelijk Lyceum Scholengemeenschap voor Mavo Havo Lyceum","Kerkewijk","149","3904JC","VEENENDAAL","0345","VEENENDAAL","Protestants-Christelijk","0318500621","www.clv.nl","MAVO/HAVO/VWO","Postbus","41","3900AA","VEENENDAAL","34","Veenendaal","10","De Vallei","16","Eem en Vallei","17","Utrecht","13","Utrecht en omstreken","16","Eem en Vallei"
"Zeeland","13555","16YC","Scheldemond College","Weyevlietplein","7-13","4385CH","VLISSINGEN","0718","VLISSINGEN","Openbaar","0118479400","www.scheldemondcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","69","4380AB","VLISSINGEN","59","Middelburg","24","Zeeland","32","Walcheren","32","Overig Zeeland","19","Zeeland","32","Walcheren"
"Zeeland","13555","20CP","NEHALENNIA Stedelijke Scholengemeenschap voor LYC HAVO MAVO VBO LWOO","Kruisweg","2","4335CT","MIDDELBURG","0687","MIDDELBURG","Openbaar","0118479400","www.mondia.nl","VBO/MAVO/HAVO/VWO","Postbus","69","4380AB","VLISSINGEN","59","Middelburg","24","Zeeland","32","Walcheren","32","Overig Zeeland","19","Zeeland","32","Walcheren"
"Zeeland","40304","03XS","Christelijke Scholengem. Walcheren voor Vmbo, Mavo, Havo, Atheneum en Gymnasium","Griffioenstraat","17","4334BK","MIDDELBURG","0687","MIDDELBURG","Protestants-Christelijk","0118652100","www.cswalcheren.nl","VBO/MAVO/HAVO/VWO","Postbus","541","4330AM","MIDDELBURG","59","Middelburg","24","Zeeland","32","Walcheren","32","Overig Zeeland","19","Zeeland","32","Walcheren"
"Zeeland","40876","01HQ","Het Bolwerk","Teresastraat","2-A","4336LM","MIDDELBURG","0687","MIDDELBURG","Algemeen bijzonder","0118627697","www.probolwerk.nl","PRO","Teresastraat","2-A","4336LM","MIDDELBURG","59","Middelburg","24","Zeeland","32","Walcheren","32","Overig Zeeland","19","Zeeland","32","Walcheren"
"Zeeland","40876","26HF","Algemeen Bijzonder School voor Praktijkonderwijs De Wissel","Bergweg","8","4461NB","GOES","0664","GOES","Algemeen bijzonder","0113221017","www.prodewissel.nl","PRO","Postbus","335","4460AS","GOES","60","Goes","24","Zeeland","31","Oosterschelde regio","32","Overig Zeeland","19","Zeeland","31","Oosterschelde Regio"
"Zeeland","40876","26LL","School voor Praktijkonderwijs De Sprong","Evertsenlaan","84-A","4535AD","TERNEUZEN","0715","TERNEUZEN","Algemeen bijzonder","0115617287","www.praktijkschooldesprong.nl","PRO","Postbus","1099","4530GB","TERNEUZEN","62","Terneuzen","24","Zeeland","33","Zeeuwsch-Vlaanderen","31","Zeeuwsch-Vlaanderen","19","Zeeland","33","Zeeuwsch-Vlaanderen"
"Zeeland","41161","13OR","Pontes voor Lyceum Atheneum Havo Mavo Vbo Pro en Lwoo","Oranjeweg","90","4461LR","GOES","0664","GOES","Openbaar","0113216971","www.oranjeweg.goeselyceum.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","370","4460AT","GOES","60","Goes","24","Zeeland","31","Oosterschelde regio","32","Overig Zeeland","19","Zeeland","31","Oosterschelde Regio"
"Zeeland","41403","05OH","Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo","Bergweg","4","4461NB","GOES","0664","GOES","Samenwerking PC, RK","0113212020","www.ostrealyceum.nl","VBO/MAVO/HAVO/VWO","Postbus","444","4460AV","GOES","60","Goes","24","Zeeland","31","Oosterschelde regio","32","Overig Zeeland","19","Zeeland","31","Oosterschelde Regio"
"Zeeland","41815","03JY","Calvijn College voor Reformatorisch Vmbo Havo Vwo","Klein Frankrijk","19","4461ZN","GOES","0664","GOES","Reformatorisch","0113211020","www.calvijncollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","362","4460AT","GOES","60","Goes","24","Zeeland","31","Oosterschelde regio","32","Overig Zeeland","19","Zeeland","31","Oosterschelde Regio"
"Zeeland","41870","29ZT","SvPO Kapelle - Isaac Beeckman Academie voor vwo en havo","Stationsstraat","51","4421AK","KAPELLE","0678","KAPELLE","RK,PC,GV,RE,EV,AN,HI,I,J,AB","0113340150","www.svpo.nl","HAVO/VWO","Postbus","36026","1020MA","AMSTERDAM","60","Goes","24","Zeeland","31","Oosterschelde regio","32","Overig Zeeland","19","Zeeland","31","Oosterschelde Regio"
"Zeeland","42770","00AQ","Zwin College Scholengemeenschap voor Vmbo Havo Atheneum Gymnasium","Nieuwstraat","50","4501BE","OOSTBURG","1714","SLUIS","Algemeen bijzonder","0117453651","www.zwincollege.nl","VBO/MAVO/HAVO/VWO","Postbus","32","4500AA","OOSTBURG","61","Oostburg","24","Zeeland","33","Zeeuwsch-Vlaanderen","31","Zeeuwsch-Vlaanderen","19","Zeeland","33","Zeeuwsch-Vlaanderen"
"Zeeland","42770","25FX","Rooms Katholieke Scholengemeenschap Reynaert College Lyceum Havo Mavo Vbo Lwoo","Zoutestraat","61-A","4561XA","HULST","0677","HULST","Rooms-Katholiek","0114381818","www.reynaert.nl","VBO/MAVO/HAVO/VWO","Postbus","32","4560AA","HULST","63","Hulst","24","Zeeland","33","Zeeuwsch-Vlaanderen","31","Zeeuwsch-Vlaanderen","19","Zeeland","33","Zeeuwsch-Vlaanderen"
"Zeeland","42770","26JV","Praktijkschool Hulst","Frederik Hendriklaan","16","4561WE","HULST","0677","HULST","Rooms-Katholiek","0114312132","","PRO","Postbus","18","4560AA","HULST","63","Hulst","24","Zeeland","33","Zeeuwsch-Vlaanderen","31","Zeeuwsch-Vlaanderen","19","Zeeland","33","Zeeuwsch-Vlaanderen"
"Zeeland","42770","31JW","Lodewijk College voor Vwo Havo Mavo Vmbo Lwoo","Zeldenrustlaan","2","4535GZ","TERNEUZEN","0715","TERNEUZEN","Samenwerking PC, RK","0115694029","www.lodewijkcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","146","4530AC","TERNEUZEN","62","Terneuzen","24","Zeeland","33","Zeeuwsch-Vlaanderen","31","Zeeuwsch-Vlaanderen","19","Zeeland","33","Zeeuwsch-Vlaanderen"
"Zuid-Holland","20151","04IK","Accent Praktijkonderwijs Centrum","Vijverhofstraat","97","3032SH","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0104651036","www.cvoaccent.nl","PRO","Vijverhofstraat","97","3032SH","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","07HF","Accent Praktijkonderwijs Delfshaven","Japarastraat","4","3029NA","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0104155828","www.cvoaccent.nl","PRO","Japarastraat","4","3029NA","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","14QT","Marnix Gymnasium","Essenburgsingel","58","3022EA","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0102445044","www.marnixgymnasium.nl","VWO","Essenburgsingel","58","3022EA","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","16PK","Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo","Grift","30","3075SB","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","","www.zuidergymnasium.calvijn.nl","VBO/MAVO/HAVO/VWO","Postbus","91014","3007MA","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","18CH","Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo","Van Bijnkershoekweg","97","3052PB","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0104767300","www.melanchthon.nl","VBO/MAVO/HAVO/VWO","Postbus","37138","3005LC","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","19GY","Comenius College Chr. SGM voor vwo havo vmbo lwoo","Lijstersingel","2-18","2902JD","CAPELLE AAN DEN IJSSEL","0502","CAPELLE AAN DEN IJSSEL","Protestants-Christelijk","0104595959","www.comenius.nl","VBO/MAVO/HAVO/VWO","Postbus","797","2900AT","CAPELLE AAN DEN IJSSEL","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","20AM","Farelcollege Christelijke Scholengemeenschap voor atheneum havo mavo vmbo","Kastanjelaan","50","2982CM","RIDDERKERK","0597","RIDDERKERK","Protestants-Christelijk","0180411777","www.farelcollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","163","2980AD","RIDDERKERK","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","20FR","Scholengroep PENTA voor gymnasium atheneum havo mavo vmbo lwoo","Curieweg","25","3208KJ","SPIJKENISSE","1930","NISSEWAARD","Protestants-Christelijk","0181617588","www.scalamw.penta.nl","VBO/MAVO/HAVO/VWO","Postbus","104","3200AC","SPIJKENISSE","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","26HR","Accent Praktijkonderwijs Capelle","Wisselspoor","2","2908AC","CAPELLE AAN DEN IJSSEL","0502","CAPELLE AAN DEN IJSSEL","Protestants-Christelijk","0102271181","www.cvoaccent.nl","PRO","Postbus","84017","3009CA","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","28DF","Accent praktijkonderwijs Hoogvliet","Max Havelaarweg","53","3193VA","HOOGVLIET ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0102095503","","PRO","Max Havelaarweg","53","3193VA","HOOGVLIET ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","31CG","Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo","Hoekeindseweg","7-A","2665KA","BLEISWIJK","1621","LANSINGERLAND","Protestants-Christelijk","0104767300","www.melanchthon.nl","VBO/MAVO/HAVO/VWO","Hoekeindseweg","7-A","2665KA","BLEISWIJK","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","31CH","Scholengroep PENTA voor gymnasium atheneum havo mavo vmbo lwoo","Fazantenlaan","2","3222AM","HELLEVOETSLUIS","0530","HELLEVOETSLUIS","Protestants-Christelijk","0181316866","www.jl.penta.nl","VBO/MAVO/HAVO/VWO","Fazantenlaan","2","3222AM","HELLEVOETSLUIS","56","Brielle","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20151","31EX","CSG Calvijn Groene Hart Barendrecht voor lwoo,vbo,mavo havo en vwo","Haarspitwei","11","2992ZB","BARENDRECHT","0489","BARENDRECHT","Protestants-Christelijk","0180390393","www.calvijn.nl","VBO/MAVO/HAVO/VWO","Postbus","13","2990AA","BARENDRECHT","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","20281","02DZ","St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo","Westplantsoen","71","2613GK","DELFT","0503","DELFT","Rooms-Katholiek","0157506050","www.stanislascollege.nl","VBO/MAVO/HAVO/VWO","Westplantsoen","71","2613GK","DELFT","50","Delft","22","Haaglanden","28","Haaglanden","27","Delft en Westland","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","02GJ","Christelijk College De Populier","Populierstraat","109","2565MK","'S-GRAVENHAGE","0518","S GRAVENHAGE","Protestants-Christelijk","0703648808","www.depopulier.nl","MAVO/HAVO/VWO","Populierstraat","109","2565MK","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","04NF","Hofstede College, school voor Praktijkonderwijs","Droogscheerdersgaarde","70","2542BK","'S-GRAVENHAGE","0518","S GRAVENHAGE","Rooms-Katholiek","0703676233","www.hofstedepro.nl","PRO","Droogscheerdersgaarde","70","2542BK","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","14TA","Christelijk Lyceum Zandvliet voor Lyceum en Havo","Bezuidenhoutseweg","40","2594AW","'S-GRAVENHAGE","0518","S GRAVENHAGE","Protestants-Christelijk","0703851902","www.zandvlietcollege.nl","HAVO/VWO","Bezuidenhoutseweg","40","2594AW","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","17HR","Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO","Albardastraat","25","2555XP","'S-GRAVENHAGE","0518","S GRAVENHAGE","Samenwerking PC, RK","0707002000","www.lvodh.nl","VBO/MAVO/HAVO/VWO","Diamanthorst","183","2592GD","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","21GU","Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo","Louis Couperusplein","33","2514HP","'S-GRAVENHAGE","0518","S GRAVENHAGE","Samenwerking PC, RK","0703001940","www.esloo.nl","VBO/MAVO/HAVO/VWO/PRO","Diamanthorst","183","2592GD","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","21HC","Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo","Professor Holwerdalaan","54","2672LD","NAALDWIJK","1783","WESTLAND","Samenwerking PC, RK","0174628961","www.isw.info","VBO/MAVO/HAVO/VWO/PRO","Postbus","114","2670AC","NAALDWIJK","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","27","Delft en Westland","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","20281","31HN","Sint Stanislascollege Pijnacker-Rijswijk  voor vwo havo mavo vbo lwoo","Sportlaan","3-A","2641AZ","PIJNACKER","1926","PIJNACKER-NOOTDORP","Rooms-Katholiek","","","VBO/MAVO/HAVO/VWO/PRO","Sportlaan","3-A","2641AZ","PIJNACKER","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","23155","00JR","Scholengemeenschap Spieringshoek voor Gymnasium Atheneum en HAVO","Van der Brugghenlaan","2","3118LA","SCHIEDAM","0606","SCHIEDAM","Rooms-Katholiek","0104706422","www.spieringshoek.nl","HAVO/VWO","Van der Brugghenlaan","2","3118LA","SCHIEDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","30582","02CI","Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula College","Halmaheiraplein","5","3312GH","DORDRECHT","0505","DORDRECHT","Protestants-Christelijk","0788905400","www.insulacollege.nl","VBO/MAVO/HAVO/VWO","Halmaheiraplein","5","3312GH","DORDRECHT","53","Dordrecht/Zwijndrecht","23","Rijnmond","30","Zuid-Holland-Zuid","30","Zuidoost-Zuid-Holland","18","Dordrecht-Gorinchem","30","Zuid-Holland-Zuid"
"Zuid-Holland","30783","16QA","Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo","Vijzellaan","4","3352VH","PAPENDRECHT","0590","PAPENDRECHT","Protestants-Christelijk","0786442020","www.delagewaard.nl","VBO/MAVO/HAVO/VWO","Postbus","1100","3350CC","PAPENDRECHT","53","Dordrecht/Zwijndrecht","23","Rijnmond","30","Zuid-Holland-Zuid","30","Zuidoost-Zuid-Holland","18","Dordrecht-Gorinchem","30","Zuid-Holland-Zuid"
"Zuid-Holland","31028","14RR","DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs","Develsingel","5","3333LD","ZWIJNDRECHT","0642","ZWIJNDRECHT","Protestants-Christelijk","0786194566","www.develsteincollege.nl","VBO/MAVO/HAVO/VWO","Postbus","377","3330AJ","ZWIJNDRECHT","53","Dordrecht/Zwijndrecht","23","Rijnmond","30","Zuid-Holland-Zuid","30","Zuidoost-Zuid-Holland","18","Dordrecht-Gorinchem","30","Zuid-Holland-Zuid"
"Zuid-Holland","31127","05EA","Scheepvaart en Transport College","Lloydstraat","300","3024EA","ROTTERDAM","0599","ROTTERDAM","Algemeen bijzonder","0104486000","www.scheepvaartentransportcollege.nl","VBO/MBO","Postbus","63140","3002JC","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","31137","14YD","Lentiz onderwijsgroep","Schiedamsedijk","114","3134KK","VLAARDINGEN","0622","VLAARDINGEN","Algemeen bijzonder","0104349925","www.lentiz.nl","VBO/MAVO/MBO","Postbus","3040","3130CA","VLAARDINGEN","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","31137","17WQ","Lentiz onderwijsgroep","Rotterdamseweg","55","3135PT","VLAARDINGEN","0622","VLAARDINGEN","Interconfessioneel","0104357000","www.lentiz.nl","VBO/MAVO/HAVO/VWO","Postbus","3040","3130CA","VLAARDINGEN","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","31137","31MD","Lentiz Revius Lyceum","Reviusplein","8","3141SV","MAASSLUIS","0556","MAASSLUIS","Samenwerking PC, RK","0105915883","www.lentiz.nl/reviuslyceum","VBO/MAVO/HAVO/VWO","Postbus","3040","3130CA","VLAARDINGEN","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","33944","02DQ","Christelijk Gymnasium Sorghvliet","Johan de Wittlaan","22","2517JR","'S-GRAVENHAGE","0518","S GRAVENHAGE","Protestants-Christelijk","0703451577","www.gymnasium-sorghvliet.nl","VWO","Johan de Wittlaan","22","2517JR","'S-GRAVENHAGE","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","35647","02LG","Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa","Groen van Prinsterersngl","49","2805TD","GOUDA","0513","GOUDA","Rooms-Katholiek","0182513822","www.carmelcollegegouda.nl","VBO/MAVO/HAVO/VWO","Groen van Prinsterersngl","49","2805TD","GOUDA","51","Gouda","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","36883","00PG","Wartburg College voor chr. VO op ref. grondslag voor lyc. havo mavo vbo lwoo PrO","Smeetslandseweg","127","3079CR","ROTTERDAM","0599","ROTTERDAM","Reformatorisch","0102923900","www.wartburg.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","55094","3008EB","ROTTERDAM","54","Rotterdam","23","Rijnmond","29","Rijnmond","29","Groot-Rijnmond","17","Rijnmond groot","29","Rijnmond"
"Zuid-Holland","37052","00PJ","Erasmuscollege voor Vwo Havo en Mavo","van Doornenplantsoen","31","2722ZA","ZOETERMEER","0637","ZOETERMEER","Algemeen bijzonder","0793319204","www.erasmuscollege.nl","MAVO/HAVO/VWO","van Doornenplantsoen","31","2722ZA","ZOETERMEER","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","40003","14WJ","Het Vlietland College Scholengemeenschap voor Vwo Havo Mavo","Apollolaan","262","2324BZ","LEIDEN","0546","LEIDEN","Samenwerking PC, RK","0715769243","www.vlietlandcollege.nl","MAVO/HAVO/VWO","Apollolaan","262","2324BZ","LEIDEN","46","Leiden","21","Rijn-Gouwe","26","Zuid-Holland-Noord","25","Agglomeratie Leiden en Bollenstreek","16","Noord-Zuid-Holland","26","Zuid-Holland-Noord"
"Zuid-Holland","40334","14SF","Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro","Kanaalstraat","31","2801SH","GOUDA","0513","GOUDA","Protestants-Christelijk","0182516077","www.degoudsewaarden.nl","VBO/MAVO/HAVO/VWO","Kanaalstraat","31","2801SH","GOUDA","51","Gouda","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","40334","30FF","Praktijkschool De Goudse Waarden","Kanaalstraat","31","2801SH","GOUDA","0513","GOUDA","Protestants-Christelijk","0182516077","","PRO","Kanaalstraat","31","2801SH","GOUDA","51","Gouda","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","40356","08VU","Christelijke Scholengemeenschap Willem van Oranje voor ATH HAVO MAVO","Randweg","2","3263RA","OUD-BEIJERLAND","1963","HOEKSCHE WAARD","Protestants-Christelijk","0186634343","www.dewillem.nl","MAVO/HAVO/VWO","Postbus","1390","3260AJ","OUD-BEIJERLAND","55","Oud-Beijerland","23","Rijnmond","30","Zuid-Holland-Zuid","29","Groot-Rijnmond","17","Rijnmond groot","30","Zuid-Holland-Zuid"
"Zuid-Holland","40377","20BC","Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo","Parkdreef","282","2724EZ","ZOETERMEER","0637","ZOETERMEER","Protestants-Christelijk","0793208830","www.onc.nl","VBO/MAVO/HAVO/VWO","Bredewater","4","2715CA","ZOETERMEER","49","'s-Gravenhage","22","Haaglanden","28","Haaglanden","26","Agglomeratie 's-Gravenhage","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
"Zuid-Holland","40530","15BH","Chr SGM Groene Hart voor vwo, havo, mavo, lwoo","Prinses Beatrixlaan","4","2404XC","ALPHEN AAN DEN RIJN","0484","ALPHEN AAN DEN RIJN","Protestants-Christelijk","0172449500","www.groenehartscholen.nl","VBO/MAVO/HAVO/VWO","Postbus","166","2400AD","ALPHEN AAN DEN RIJN","47","Alphen aan den Rijn","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","40530","26LR","Groene Hart Praktijkschool","Anna van Burenlaan","15","2404GA","ALPHEN AAN DEN RIJN","0484","ALPHEN AAN DEN RIJN","Protestants-Christelijk","0172473175","www.groenehartpraktijkschool.nl","PRO","Postbus","166","2400AD","ALPHEN AAN DEN RIJN","47","Alphen aan den Rijn","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","40700","25GD","Andreas College Christelijke Scholengemeenschap voor VWO Havo Vmbo","Louise de Colignylaan","2","2224VT","KATWIJK ZH","0537","KATWIJK","Protestants-Christelijk","0714013128","www.vakcollegerijnmond.nl","VBO/MAVO/HAVO/VWO","Postbus","48","2220AA","KATWIJK ZH","46","Leiden","21","Rijn-Gouwe","26","Zuid-Holland-Noord","25","Agglomeratie Leiden en Bollenstreek","16","Noord-Zuid-Holland","26","Zuid-Holland-Noord"
"Zuid-Holland","40700","26HN","Limes Praktijkonderwijs","Louise de Colignylaan","5","2224VT","KATWIJK ZH","0537","KATWIJK","Protestants-Christelijk","0714029990","www.limes-katwijk.nl","PRO","Postbus","48","2220AA","KATWIJK ZH","46","Leiden","21","Rijn-Gouwe","26","Zuid-Holland-Noord","25","Agglomeratie Leiden en Bollenstreek","16","Noord-Zuid-Holland","26","Zuid-Holland-Noord"
"Zuid-Holland","40784","02EA","Chr SGM op Ref Grondsl voor Pro, Lwoo, Vmbo, Havo en Vwo","Ronsseplein","1","2803ZV","GOUDA","0513","GOUDA","Reformatorisch","0182691691","www.driestarcollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","148","2800AC","GOUDA","51","Gouda","21","Rijn-Gouwe","27","Zuid-Holland-Oost","28","Oost-Zuid-Holland","16","Noord-Zuid-Holland","27","Zuid-Holland-Oost"
"Zuid-Holland","40928","26MJ","Laurentius Praktijkschool","Kappeyne vd Coppellostr","28","2613XP","DELFT","0503","DELFT","Rooms-Katholiek","0152146523","www.depraktijkschool.nl","PRO","Kappeyne vd Coppellostr","28","2613XP","DELFT","50","Delft","22","Haaglanden","28","Haaglanden","27","Delft en Westland","16","Noord-Zuid-Holland","28","Haaglanden/Westland"
